,gyroscope,light,accelerometer,magnetic,pressure
7300,,,,,
7301,,,70852.0,,
7302,70852.0,,,,
7303,,,,,
7304,,,70856.0,,
7305,70857.0,,,,
7306,,,,,
7307,,,,70857.0,
7308,,,70860.0,,
7309,70860.0,,,,
7310,,,,,
7311,,,70865.0,,
7312,70865.0,,,,
7313,,,,,
7314,,,70870.0,,
7315,70870.0,,,,
7316,,,,,
7317,,,,70870.0,
7318,,,70873.0,,
7319,70874.0,,,,
7320,,,,,
7321,,,70877.0,,
7322,70878.0,,,,
7323,,,,,
7324,,,70882.0,,
7325,70883.0,,,,
7326,,,,,
7327,,,,70885.0,
7328,,,70886.0,,
7329,70887.0,,,,
7330,,,,,
7331,,,70891.0,,
7332,70891.0,,,,
7333,,,,,
7334,,,70895.0,,
7335,70896.0,,,,
7336,,,,,
7337,,,,70896.0,
7338,,,70899.0,,
7339,70904.0,,,,
7340,,,,,
7341,,,70904.0,,
7342,70904.0,,,,
7343,,,,,
7344,,,70908.0,,
7345,70909.0,,,,
7346,,,,,
7347,,,,70918.0,
7348,,,70918.0,,
7349,70918.0,,,,
7350,,,,,
7351,,,70918.0,,
7352,70918.0,,,,
7353,,,,,
7354,,,70922.0,,
7355,70922.0,,,,
7356,,,,,
7357,,,,70924.0,
7358,,,70926.0,,
7359,70926.0,,,,
7360,,,,,
7361,,,70930.0,,
7362,,70930.0,,,
7363,70930.0,,,,
7364,,,,,
7365,,,70935.0,,
7366,70935.0,,,,
7367,,,,,
7368,,,,70937.0,
7369,,,70939.0,,
7370,70939.0,,,,
7371,,,,,
7372,,,70943.0,,
7373,70943.0,,,,
7374,,,,,
7375,,,70948.0,,
7376,70948.0,,,,
7377,,,,,
7378,,,,70951.0,
7379,,,70954.0,,
7380,70954.0,,,,
7381,,,,,
7382,,,70956.0,,
7383,70957.0,,,,
7384,,,,,
7385,,,70961.0,,
7386,70961.0,,,,
7387,,,,,
7388,,,,70962.0,
7389,,,70965.0,,
7390,70965.0,,,,
7391,,,,,
7392,,,70969.0,,
7393,70970.0,,,,
7394,,,,,
7395,,,70974.0,,
7396,70974.0,,,,
7397,,,,,
7398,,,,70976.0,
7399,,,70978.0,,
7400,70978.0,,,,
7401,,,,,
7402,,,70982.0,,
7403,70983.0,,,,
7404,,,,,
7405,,,70987.0,,
7406,70988.0,,,,
7407,,,,,
7408,,,,70990.0,
7409,,,70992.0,,
7410,70992.0,,,,
7411,,,,,
7412,,,70996.0,,
7413,70996.0,,,,
7414,,,,,
7415,,,71000.0,,
7416,71001.0,,,,
7417,,,,,
7418,,,,71003.0,
7419,,,71005.0,,
7420,71005.0,,,,
7421,,,,,
7422,,,71009.0,,
7423,71009.0,,,,
7424,,,,,
7425,,,71013.0,,
7426,71014.0,,,,
7427,,,,,
7428,,,,71014.0,
7429,,,71017.0,,
7430,71018.0,,,,
7431,,,,,
7432,,,71022.0,,
7433,71022.0,,,,
7434,,,,,
7435,,,71027.0,,
7436,71028.0,,,,
7437,,,,,
7438,,,,71030.0,
7439,,,71031.0,,
7440,71031.0,,,,
7441,,,,,
7442,,,71035.0,,
7443,71035.0,,,,
7444,,,,,
7445,,,71040.0,,
7446,,,,,71040.0
7447,71041.0,,,,
7448,,,,,
7449,,,,71042.0,
7450,,,71044.0,,
7451,71044.0,,,,
7452,,,,,
7453,,,71048.0,,
7454,71049.0,,,,
7455,,,,,
7456,,,71056.0,,
7457,71057.0,,,,
7458,,,,,
7459,,,,71057.0,
7460,,,71057.0,,
7461,71057.0,,,,
7462,,,,,
7463,,,71062.0,,
7464,71062.0,,,,
7465,,,,,
7466,,,71067.0,,
7467,71068.0,,,,
7468,,,,,
7469,,,,71070.0,
7470,,,71071.0,,
7471,71071.0,,,,
7472,,,,,
7473,,,71074.0,,
7474,71075.0,,,,
7475,,,,,
7476,,,71079.0,,
7477,71080.0,,,,
7478,,,,,
7479,,,,71081.0,
7480,,,71083.0,,
7481,71083.0,,,,
7482,,,,,
7483,,,71088.0,,
7484,,71088.0,,,
7485,71089.0,,,,
7486,,,,,
7487,,,71093.0,,
7488,71093.0,,,,
7489,,,,,
7490,,,,71096.0,
7491,,,71097.0,,
7492,71097.0,,,,
7493,,,,,
7494,,,71101.0,,
7495,71101.0,,,,
7496,,,,,
7497,,,71106.0,,
7498,71107.0,,,,
7499,,,,,
7500,,,,71107.0,
7501,,,71110.0,,
7502,71110.0,,,,
7503,,,,,
7504,,,71114.0,,
7505,71114.0,,,,
7506,,,,,
7507,,,71118.0,,
7508,71119.0,,,,
7509,,,,,
7510,,,,71120.0,
7511,,,71123.0,,
7512,71123.0,,,,
7513,,,,,
7514,,,71129.0,,
7515,71129.0,,,,
7516,,,,,
7517,,,71132.0,,
7518,71132.0,,,,
7519,,,,,
7520,,,,71133.0,
7521,,,71135.0,,
7522,71136.0,,,,
7523,,,,,
7524,,,71140.0,,
7525,71141.0,,,,
7526,,,,,
7527,,,71145.0,,
7528,71145.0,,,,
7529,,,,,
7530,,,,71146.0,
7531,,,71149.0,,
7532,71150.0,,,,
7533,,,,,
7534,,,71153.0,,
7535,71154.0,,,,
7536,,,,,
7537,,,71159.0,,
7538,71161.0,,,,
7539,,,,,
7540,,,,71163.0,
7541,,,71163.0,,
7542,71163.0,,,,
7543,,,,,
7544,,,71167.0,,
7545,71168.0,,,,
7546,,,,,
7547,,,71172.0,,
7548,71173.0,,,,
7549,,,,,
7550,,,,71174.0,
7551,,,71175.0,,
7552,71176.0,,,,
7553,,,,,
7554,,,71180.0,,
7555,71181.0,,,,
7556,,,,,
7557,,,71184.0,,
7558,71185.0,,,,
7559,,,,,
7560,,,,71185.0,
7561,,,71189.0,,
7562,71189.0,,,,
7563,,,,,
7564,,,71196.0,,
7565,71196.0,,,,
7566,,,,,
7567,,,71197.0,,
7568,71198.0,,,,
7569,,,,,
7570,,,,71199.0,
7571,,,71201.0,,
7572,71202.0,,,,
7573,,,,,
7574,,,71206.0,,
7575,71206.0,,,,
7576,,,,,
7577,,,71210.0,,
7578,71211.0,,,,
7579,,,,,
7580,,,,71211.0,
7581,,,71214.0,,
7582,71214.0,,,,
7583,,,,,
7584,,,71219.0,,
7585,71219.0,,,,
7586,,,,,
7587,,,71224.0,,
7588,71224.0,,,,
7589,,,,,
7590,,,,71225.0,
7591,,,71228.0,,
7592,71228.0,,,,
7593,,,,,
7594,,,71232.0,,
7595,71232.0,,,,
7596,,,,,
7597,,,71236.0,,
7598,71237.0,,,,
7599,,,,,
7600,,,,71237.0,
7601,,,71241.0,,
7602,71241.0,,,,
7603,,,,,
7604,,,71245.0,,
7605,71245.0,,,,
7606,,,,,
7607,,,71250.0,,
7608,,71250.0,,,
7609,71251.0,,,,
7610,,,,,71252.0
7611,,,,,
7612,,,,71253.0,
7613,,,71254.0,,
7614,71254.0,,,,
7615,,,,,
7616,,,71259.0,,
7617,71259.0,,,,
7618,,,,,
7619,,,71263.0,,
7620,71263.0,,,,
7621,,,,,
7622,,,,71265.0,
7623,,,71267.0,,
7624,71268.0,,,,
7625,,,,,
7626,,,71271.0,,
7627,71272.0,,,,
7628,,,,,
7629,,,71276.0,,
7630,71277.0,,,,
7631,,,,,
7632,,,,71278.0,
7633,,,71280.0,,
7634,71281.0,,,,
7635,,,,,
7636,,,71284.0,,
7637,71285.0,,,,
7638,,,,,
7639,,,71290.0,,
7640,71290.0,,,,
7641,,,,,
7642,,,,71293.0,
7643,,,71293.0,,
7644,71294.0,,,,
7645,,,,,
7646,,,71298.0,,
7647,71298.0,,,,
7648,,,,,
7649,,,71302.0,,
7650,71303.0,,,,
7651,,,,,
7652,,,,71303.0,
7653,,,71306.0,,
7654,71307.0,,,,
7655,,,,,
7656,,,71311.0,,
7657,71311.0,,,,
7658,,,,,
7659,,,71315.0,,
7660,71316.0,,,,
7661,,,,,
7662,,,,71316.0,
7663,,,71320.0,,
7664,71320.0,,,,
7665,,,,,
7666,,,71324.0,,
7667,71324.0,,,,
7668,,,,,
7669,,,71329.0,,
7670,71329.0,,,,
7671,,,,,
7672,,,,71330.0,
7673,,,71333.0,,
7674,71333.0,,,,
7675,,,,,
7676,,,71337.0,,
7677,71337.0,,,,
7678,,,,,
7679,,,71342.0,,
7680,71342.0,,,,
7681,,,,,
7682,,,,71343.0,
7683,,,71347.0,,
7684,71347.0,,,,
7685,,,,,
7686,,,71350.0,,
7687,71351.0,,,,
7688,,,,,
7689,,,71355.0,,
7690,71355.0,,,,
7691,,,,,
7692,,,,71356.0,
7693,,,71359.0,,
7694,71360.0,,,,
7695,,,,,
7696,,,71364.0,,
7697,71364.0,,,,
7698,,,,,
7699,,,71368.0,,
7700,71369.0,,,,
7701,,,,,
7702,,,,71370.0,
7703,,,71372.0,,
7704,71373.0,,,,
7705,,,,,
7706,,,71377.0,,
7707,71378.0,,,,
7708,,,,,
7709,,,71383.0,,
7710,71384.0,,,,
7711,,,,,
7712,,,,71384.0,
7713,,,71385.0,,
7714,71386.0,,,,
7715,,,,,
7716,,,71390.0,,
7717,71390.0,,,,
7718,,,,,
7719,,,71395.0,,
7720,71395.0,,,,
7721,,,,,
7722,,,,71396.0,
7723,,,71399.0,,
7724,71399.0,,,,
7725,,,,,
7726,,,71403.0,,
7727,71403.0,,,,
7728,,,,,
7729,,,71407.0,,
7730,71408.0,,,,
7731,,,,,
7732,,71408.0,,,
7733,,,,71409.0,
7734,,,71411.0,,
7735,71412.0,,,,
7736,,,,,
7737,,,71416.0,,
7738,71417.0,,,,
7739,,,,,
7740,,,71421.0,,
7741,71421.0,,,,
7742,,,,,
7743,,,,71422.0,
7744,,,71425.0,,
7745,71425.0,,,,
7746,,,,,
7747,,,71429.0,,
7748,71430.0,,,,
7749,,,,,
7750,,,71434.0,,
7751,71434.0,,,,
7752,,,,,
7753,,,,71435.0,
7754,,,71438.0,,
7755,71438.0,,,,
7756,,,,,
7757,,,71442.0,,
7758,71443.0,,,,
7759,,,,,
7760,,,71447.0,,
7761,71447.0,,,,
7762,,,,,
7763,,,,71449.0,
7764,,,71451.0,,
7765,71452.0,,,,
7766,,,,,
7767,,,,,71453.0
7768,,,71455.0,,
7769,71456.0,,,,
7770,,,,,
7771,,,71460.0,,
7772,71460.0,,,,
7773,,,,,
7774,,,,71461.0,
7775,,,71464.0,,
7776,71464.0,,,,
7777,,,,,
7778,,,71469.0,,
7779,71469.0,,,,
7780,,,,,
7781,,,71473.0,,
7782,71474.0,,,,
7783,,,,,
7784,,,,71475.0,
7785,,,71478.0,,
7786,71479.0,,,,
7787,,,,,
7788,,,71483.0,,
7789,71483.0,,,,
7790,,,,,
7791,,,71486.0,,
7792,71487.0,,,,
7793,,,,,
7794,,,,71488.0,
7795,,,71490.0,,
7796,71491.0,,,,
7797,,,,,
7798,,,71495.0,,
7799,71495.0,,,,
7800,,,,,
7801,,,71500.0,,
7802,71500.0,,,,
7803,,,,,
7804,,,,71501.0,
7805,,,71504.0,,
7806,71504.0,,,,
7807,,,,,
7808,,,71508.0,,
7809,71508.0,,,,
7810,,,,,
7811,,,71513.0,,
7812,71514.0,,,,
7813,,,,,
7814,,,,71514.0,
7815,,,71517.0,,
7816,71517.0,,,,
7817,,,,,
7818,,,71521.0,,
7819,71521.0,,,,
7820,,,,,
7821,,,71526.0,,
7822,71526.0,,,,
7823,,,,,
7824,,,,71528.0,
7825,,,71530.0,,
7826,71530.0,,,,
7827,,,,,
7828,,,71535.0,,
7829,71535.0,,,,
7830,,,,,
7831,,,71539.0,,
7832,71539.0,,,,
7833,,,,,
7834,,,,71540.0,
7835,,,71543.0,,
7836,71543.0,,,,
7837,,,,,
7838,,,71547.0,,
7839,71548.0,,,,
7840,,,,,
7841,,,71552.0,,
7842,71553.0,,,,
7843,,,,,
7844,,,,71554.0,
7845,,,71556.0,,
7846,71557.0,,,,
7847,,,,,
7848,,,71560.0,,
7849,71561.0,,,,
7850,,,,,
7851,,,71565.0,,
7852,71566.0,,,,
7853,,,,,
7854,,,,71570.0,
7855,,71570.0,,,
7856,,,71570.0,,
7857,71570.0,,,,
7858,,,,,
7859,,,71574.0,,
7860,71574.0,,,,
7861,,,,,
7862,,,71578.0,,
7863,71579.0,,,,
7864,,,,,
7865,,,,71579.0,
7866,,,71582.0,,
7867,71583.0,,,,
7868,,,,,
7869,,,71587.0,,
7870,71587.0,,,,
7871,,,,,
7872,,,71592.0,,
7873,71592.0,,,,
7874,,,,,
7875,,,,71593.0,
7876,,,71596.0,,
7877,71596.0,,,,
7878,,,,,
7879,,,71600.0,,
7880,71600.0,,,,
7881,,,,,
7882,,,71605.0,,
7883,71605.0,,,,
7884,,,,,
7885,,,,71606.0,
7886,,,71609.0,,
7887,71609.0,,,,
7888,,,,,
7889,,,71613.0,,
7890,71614.0,,,,
7891,,,,,
7892,,,71619.0,,
7893,71620.0,,,,
7894,,,,,
7895,,,,71620.0,
7896,,,71622.0,,
7897,71622.0,,,,
7898,,,,,
7899,,,71626.0,,
7900,71627.0,,,,
7901,,,,,
7902,,,71631.0,,
7903,71631.0,,,,
7904,,,,,
7905,,,,71632.0,
7906,,,71635.0,,
7907,71636.0,,,,
7908,,,,,
7909,,,71639.0,,
7910,71640.0,,,,
7911,,,,,
7912,,,71644.0,,
7913,71644.0,,,,
7914,,,,,
7915,,,,71645.0,
7916,,,71648.0,,
7917,71648.0,,,,
7918,,,,,
7919,,,,,71649.0
7920,,,71652.0,,
7921,71653.0,,,,
7922,,,,,
7923,,,71657.0,,
7924,71658.0,,,,
7925,,,,,
7926,,,,71659.0,
7927,,,71661.0,,
7928,71661.0,,,,
7929,,,,,
7930,,,71665.0,,
7931,71666.0,,,,
7932,,,,,
7933,,,71670.0,,
7934,71671.0,,,,
7935,,,,,
7936,,,,71671.0,
7937,,,71674.0,,
7938,71674.0,,,,
7939,,,,,
7940,,,71679.0,,
7941,71679.0,,,,
7942,,,,,
7943,,,71683.0,,
7944,71684.0,,,,
7945,,,,,
7946,,,,71685.0,
7947,,,71688.0,,
7948,71688.0,,,,
7949,,,,,
7950,,,71692.0,,
7951,71692.0,,,,
7952,,,,,
7953,,,71697.0,,
7954,71697.0,,,,
7955,,,,,
7956,,,,71698.0,
7957,,,71700.0,,
7958,71701.0,,,,
7959,,,,,
7960,,,71705.0,,
7961,71705.0,,,,
7962,,,,,
7963,,,71710.0,,
7964,71711.0,,,,
7965,,,,,
7966,,,,71711.0,
7967,,,71714.0,,
7968,71714.0,,,,
7969,,,,,
7970,,,71719.0,,
7971,,71719.0,,,
7972,71719.0,,,,
7973,,,,,
7974,,,71723.0,,
7975,71723.0,,,,
7976,,,,,
7977,,,,71724.0,
7978,,,71727.0,,
7979,71728.0,,,,
7980,,,,,
7981,,,71731.0,,
7982,71732.0,,,,
7983,,,,,
7984,,,71736.0,,
7985,71736.0,,,,
7986,,,,,
7987,,,,71738.0,
7988,,,71740.0,,
7989,71740.0,,,,
7990,,,,,
7991,,,71744.0,,
7992,71744.0,,,,
7993,,,,,
7994,,,71749.0,,
7995,71749.0,,,,
7996,,,,,
7997,,,,71750.0,
7998,,,71753.0,,
7999,71753.0,,,,
8000,,,,,
8001,,,71757.0,,
8002,71758.0,,,,
8003,,,,,
8004,,,71762.0,,
8005,71763.0,,,,
8006,,,,,
8007,,,,71763.0,
8008,,,71766.0,,
8009,71766.0,,,,
8010,,,,,
8011,,,71770.0,,
8012,71771.0,,,,
8013,,,,,
8014,,,71775.0,,
8015,71776.0,,,,
8016,,,,,
8017,,,,71777.0,
8018,,,71780.0,,
8019,71780.0,,,,
8020,,,,,
8021,,,71783.0,,
8022,71784.0,,,,
8023,,,,,
8024,,,71789.0,,
8025,71789.0,,,,
8026,,,,,
8027,,,,71790.0,
8028,,,71792.0,,
8029,71793.0,,,,
8030,,,,,
8031,,,71797.0,,
8032,71798.0,,,,
8033,,,,,
8034,,,71801.0,,
8035,71802.0,,,,
8036,,,,,
8037,,,,71803.0,
8038,,,71806.0,,
8039,71806.0,,,,
8040,,,,,
8041,,,71810.0,,
8042,71811.0,,,,
8043,,,,,
8044,,,71815.0,,
8045,71815.0,,,,
8046,,,,,
8047,,,,71816.0,
8048,,,71819.0,,
8049,71819.0,,,,
8050,,,,,
8051,,,71823.0,,
8052,71824.0,,,,
8053,,,,,
8054,,,71828.0,,
8055,71828.0,,,,
8056,,,,,
8057,,,,71829.0,
8058,,,71832.0,,
8059,71832.0,,,,
8060,,,,,
8061,,,71836.0,,
8062,71837.0,,,,
8063,,,,,
8064,,,71841.0,,
8065,71842.0,,,,
8066,,,,,
8067,,,,71843.0,
8068,,,71845.0,,
8069,71846.0,,,,
8070,,,,,
8071,,,71850.0,,
8072,71850.0,,,,
8073,,,,,71851.0
8074,,,,,
8075,,,71856.0,,
8076,71856.0,,,,
8077,,,,,
8078,,,,71857.0,
8079,,,71859.0,,
8080,71859.0,,,,
8081,,,,,
8082,,,71863.0,,
8083,71864.0,,,,
8084,,,,,
8085,,,71869.0,,
8086,71869.0,,,,
8087,,,,,
8088,,,,71872.0,
8089,,,71873.0,,
8090,71873.0,,,,
8091,,,,,
8092,,,71876.0,,
8093,71877.0,,,,
8094,,,,,
8095,,71881.0,,,
8096,,,71881.0,,
8097,71882.0,,,,
8098,,,,,
8099,,,,71883.0,
8100,,,71885.0,,
8101,71885.0,,,,
8102,,,,,
8103,,,71889.0,,
8104,71890.0,,,,
8105,,,,,
8106,,,71894.0,,
8107,71896.0,,,,
8108,,,,,
8109,,,,71896.0,
8110,,,71899.0,,
8111,71899.0,,,,
8112,,,,,
8113,,,71902.0,,
8114,71903.0,,,,
8115,,,,,
8116,,,71907.0,,
8117,71908.0,,,,
8118,,,,,
8119,,,,71909.0,
8120,,,71912.0,,
8121,71912.0,,,,
8122,,,,,
8123,,,71916.0,,
8124,71917.0,,,,
8125,,,,,
8126,,,71921.0,,
8127,71921.0,,,,
8128,,,,,
8129,,,,71922.0,
8130,,,71924.0,,
8131,71925.0,,,,
8132,,,,,
8133,,,71929.0,,
8134,71930.0,,,,
8135,,,,,
8136,,,71934.0,,
8137,71935.0,,,,
8138,,,,,
8139,,,,71937.0,
8140,,,71939.0,,
8141,71939.0,,,,
8142,,,,,
8143,,,71943.0,,
8144,71945.0,,,,
8145,,,,,
8146,,,71947.0,,
8147,71948.0,,,,
8148,,,,,
8149,,,,71950.0,
8150,,,71954.0,,
8151,71954.0,,,,
8152,,,,,
8153,,,71955.0,,
8154,71956.0,,,,
8155,,,,,
8156,,,71960.0,,
8157,71961.0,,,,
8158,,,,,
8159,,,,71963.0,
8160,,,71963.0,,
8161,71964.0,,,,
8162,,,,,
8163,,,71969.0,,
8164,71970.0,,,,
8165,,,,,
8166,,,71973.0,,
8167,71973.0,,,,
8168,,,,,
8169,,,,71976.0,
8170,,,71977.0,,
8171,71979.0,,,,
8172,,,,,
8173,,,71982.0,,
8174,71982.0,,,,
8175,,,,,
8176,,,71986.0,,
8177,71987.0,,,,
8178,,,,,
8179,,,,71989.0,
8180,,,71990.0,,
8181,71990.0,,,,
8182,,,,,
8183,,,71995.0,,
8184,71995.0,,,,
8185,,,,,
8186,,,71999.0,,
8187,72000.0,,,,
8188,,,,,
8189,,,,72001.0,
8190,,,72003.0,,
8191,72003.0,,,,
8192,,,,,
8193,,,72007.0,,
8194,72008.0,,,,
8195,,,,,
8196,,,72012.0,,
8197,72013.0,,,,
8198,,,,,
8199,,,,72013.0,
8200,,,72016.0,,
8201,72017.0,,,,
8202,,,,,
8203,,,72021.0,,
8204,72021.0,,,,
8205,,,,,
8206,,,72026.0,,
8207,72026.0,,,,
8208,,,,,
8209,,,,72027.0,
8210,,,72029.0,,
8211,72030.0,,,,
8212,,,,,
8213,,,72034.0,,
8214,72034.0,,,,
8215,,,,,
8216,,,72039.0,,
8217,,72039.0,,,
8218,72039.0,,,,
8219,,,,,
8220,,,,72040.0,
8221,,,72042.0,,
8222,72043.0,,,,
8223,,,,,
8224,,,72047.0,,
8225,72047.0,,,,
8226,,,,,
8227,,,,,72049.0
8228,,,72051.0,,
8229,72052.0,,,,
8230,,,,,
8231,,,,72053.0,
8232,,,72055.0,,
8233,72056.0,,,,
8234,,,,,
8235,,,72060.0,,
8236,72060.0,,,,
8237,,,,,
8238,,,72065.0,,
8239,72066.0,,,,
8240,,,,,
8241,,,,72067.0,
8242,,,72069.0,,
8243,72070.0,,,,
8244,,,,,
8245,,,72073.0,,
8246,72073.0,,,,
8247,,,,,
8248,,,72080.0,,
8249,72080.0,,,,
8250,,,,,
8251,,,,72080.0,
8252,,,72082.0,,
8253,72082.0,,,,
8254,,,,,
8255,,,72086.0,,
8256,72086.0,,,,
8257,,,,,
8258,,,72091.0,,
8259,72091.0,,,,
8260,,,,,
8261,,,,72093.0,
8262,,,72095.0,,
8263,72096.0,,,,
8264,,,,,
8265,,,72100.0,,
8266,72100.0,,,,
8267,,,,,
8268,,,72104.0,,
8269,72104.0,,,,
8270,,,,,
8271,,,,72105.0,
8272,,,72108.0,,
8273,72109.0,,,,
8274,,,,,
8275,,,72113.0,,
8276,72114.0,,,,
8277,,,,,
8278,,,72117.0,,
8279,72118.0,,,,
8280,,,,,
8281,,,,72118.0,
8282,,,72121.0,,
8283,72122.0,,,,
8284,,,,,
8285,,,72125.0,,
8286,72126.0,,,,
8287,,,,,
8288,,,72131.0,,
8289,72131.0,,,,
8290,,,,,
8291,,,,72133.0,
8292,,,72134.0,,
8293,72135.0,,,,
8294,,,,,
8295,,,72139.0,,
8296,72139.0,,,,
8297,,,,,
8298,,,72143.0,,
8299,72145.0,,,,
8300,,,,,
8301,,,,72145.0,
8302,,,72148.0,,
8303,72148.0,,,,
8304,,,,,
8305,,,72152.0,,
8306,72152.0,,,,
8307,,,,,
8308,,,72157.0,,
8309,72157.0,,,,
8310,,,,,
8311,,,,72158.0,
8312,,,72160.0,,
8313,72161.0,,,,
8314,,,,,
8315,,,72165.0,,
8316,72166.0,,,,
8317,,,,,
8318,,,72170.0,,
8319,72170.0,,,,
8320,,,,,
8321,,,,72171.0,
8322,,,72173.0,,
8323,72174.0,,,,
8324,,,,,
8325,,,72178.0,,
8326,72178.0,,,,
8327,,,,,
8328,,,72183.0,,
8329,72183.0,,,,
8330,,,,,
8331,,,,72184.0,
8332,,,72187.0,,
8333,72187.0,,,,
8334,,,,,
8335,,,72193.0,,
8336,72193.0,,,,
8337,,,,,
8338,,,72196.0,,
8339,72196.0,,,,
8340,,,,,
8341,,72198.0,,,
8342,,,,72198.0,
8343,,,72200.0,,
8344,72200.0,,,,
8345,,,,,
8346,,,72204.0,,
8347,72205.0,,,,
8348,,,,,
8349,,,72209.0,,
8350,72209.0,,,,
8351,,,,,
8352,,,,72210.0,
8353,,,72213.0,,
8354,72214.0,,,,
8355,,,,,
8356,,,72217.0,,
8357,72218.0,,,,
8358,,,,,
8359,,,72222.0,,
8360,72223.0,,,,
8361,,,,,
8362,,,,72223.0,
8363,,,72226.0,,
8364,72227.0,,,,
8365,,,,,
8366,,,72231.0,,
8367,72232.0,,,,
8368,,,,,
8369,,,72236.0,,
8370,72236.0,,,,
8371,,,,,
8372,,,,72237.0,
8373,,,72239.0,,
8374,72240.0,,,,
8375,,,,,
8376,,,72244.0,,
8377,72244.0,,,,
8378,,,,,
8379,,,72249.0,,
8380,,,,,72250.0
8381,72250.0,,,,
8382,,,,,
8383,,,,72252.0,
8384,,,72252.0,,
8385,72253.0,,,,
8386,,,,,
8387,,,72257.0,,
8388,72258.0,,,,
8389,,,,,
8390,,,72263.0,,
8391,72263.0,,,,
8392,,,,,
8393,,,,72263.0,
8394,,,72266.0,,
8395,72267.0,,,,
8396,,,,,
8397,,,72270.0,,
8398,72271.0,,,,
8399,,,,,
8400,,,72275.0,,
8401,72275.0,,,,
8402,,,,,
8403,,,,72276.0,
8404,,,72279.0,,
8405,72279.0,,,,
8406,,,,,
8407,,,72283.0,,
8408,72284.0,,,,
8409,,,,,
8410,,,72288.0,,
8411,72289.0,,,,
8412,,,,,
8413,,,,72290.0,
8414,,,72292.0,,
8415,72293.0,,,,
8416,,,,,
8417,,,72296.0,,
8418,72297.0,,,,
8419,,,,,
8420,,,72301.0,,
8421,72302.0,,,,
8422,,,,,
8423,,,,72302.0,
8424,,,72305.0,,
8425,72305.0,,,,
8426,,,,,
8427,,,72310.0,,
8428,72310.0,,,,
8429,,,,,
8430,,,72314.0,,
8431,72316.0,,,,
8432,,,,,
8433,,,,72316.0,
8434,,,72318.0,,
8435,72320.0,,,,
8436,,,,,
8437,,,72323.0,,
8438,72323.0,,,,
8439,,,,,
8440,,,72327.0,,
8441,72328.0,,,,
8442,,,,,
8443,,,,72328.0,
8444,,,72331.0,,
8445,72333.0,,,,
8446,,,,,
8447,,,72336.0,,
8448,72336.0,,,,
8449,,,,,
8450,,,72340.0,,
8451,72341.0,,,,
8452,,,,,
8453,,,,72342.0,
8454,,,72344.0,,
8455,72345.0,,,,
8456,,,,,
8457,,,72349.0,,
8458,72349.0,,,,
8459,,,,,
8460,,,72354.0,,
8461,72354.0,,,,
8462,,,,,
8463,,,,72355.0,
8464,,,72358.0,,
8465,,72358.0,,,
8466,72358.0,,,,
8467,,,,,
8468,,,72362.0,,
8469,72362.0,,,,
8470,,,,,
8471,,,72367.0,,
8472,72368.0,,,,
8473,,,,,
8474,,,,72370.0,
8475,,,72371.0,,
8476,72372.0,,,,
8477,,,,,
8478,,,72375.0,,
8479,72375.0,,,,
8480,,,,,
8481,,,72380.0,,
8482,72380.0,,,,
8483,,,,,
8484,,,,72381.0,
8485,,,72384.0,,
8486,72384.0,,,,
8487,,,,,
8488,,,72388.0,,
8489,72389.0,,,,
8490,,,,,
8491,,,72393.0,,
8492,72393.0,,,,
8493,,,,,
8494,,,,72394.0,
8495,,,72397.0,,
8496,72397.0,,,,
8497,,,,,
8498,,,72401.0,,
8499,72402.0,,,,
8500,,,,,
8501,,,72406.0,,
8502,72407.0,,,,
8503,,,,,
8504,,,,72408.0,
8505,,,72410.0,,
8506,72411.0,,,,
8507,,,,,
8508,,,72414.0,,
8509,72415.0,,,,
8510,,,,,
8511,,,72422.0,,
8512,72422.0,,,,
8513,,,,,
8514,,,,72423.0,
8515,,,72424.0,,
8516,72424.0,,,,
8517,,,,,
8518,,,72428.0,,
8519,72428.0,,,,
8520,,,,,
8521,,,72433.0,,
8522,72433.0,,,,
8523,,,,,
8524,,,,72434.0,
8525,,,72437.0,,
8526,72438.0,,,,
8527,,,,,
8528,,,72441.0,,
8529,72441.0,,,,
8530,,,,,
8531,,,72446.0,,
8532,72446.0,,,,
8533,,,,,
8534,,,,72447.0,
8535,,,72450.0,,
8536,,,,,72450.0
8537,72451.0,,,,
8538,,,,,
8539,,,72454.0,,
8540,72455.0,,,,
8541,,,,,
8542,,,72459.0,,
8543,72459.0,,,,
8544,,,,,
8545,,,,72461.0,
8546,,,72463.0,,
8547,72463.0,,,,
8548,,,,,
8549,,,72467.0,,
8550,72467.0,,,,
8551,,,,,
8552,,,72472.0,,
8553,72473.0,,,,
8554,,,,,
8555,,,,72474.0,
8556,,,72476.0,,
8557,72476.0,,,,
8558,,,,,
8559,,,72480.0,,
8560,72481.0,,,,
8561,,,,,
8562,,,72485.0,,
8563,72485.0,,,,
8564,,,,,
8565,,,,72486.0,
8566,,,72489.0,,
8567,72489.0,,,,
8568,,,,,
8569,,,72493.0,,
8570,72494.0,,,,
8571,,,,,
8572,,,72498.0,,
8573,72499.0,,,,
8574,,,,,
8575,,,,72499.0,
8576,,,72502.0,,
8577,72502.0,,,,
8578,,,,,
8579,,,72506.0,,
8580,72506.0,,,,
8581,,,,,
8582,,,72511.0,,
8583,72512.0,,,,
8584,,,,,
8585,,,,72513.0,
8586,,,72516.0,,
8587,72516.0,,,,
8588,,,,,
8589,,72520.0,,,
8590,,,72520.0,,
8591,72521.0,,,,
